Subject,Front,Trial,Degree,RT,Acc
90,0,3,300,3.7,1
90,0,4,180,3.63,1
90,0,5,240,5.21,1
90,0,6,120,2.9,1
90,0,7,240,5.5,1
90,0,8,0,4.85,1
90,0,9,180,5.18,1
90,0,10,0,2.89,1
90,0,11,120,2.92,1
90,0,12,300,3.45,1
90,1,1,300,12.39,1
90,1,2,0,5.13,1
90,1,3,120,3.76,1
90,1,4,300,4.57,1
90,1,5,240,5.41,1
90,1,6,60,7.4,1
90,1,7,240,2.87,1
90,1,8,180,6.42,1
90,1,9,0,2.95,1
90,1,10,60,2.15,1
90,1,11,120,2.28,1
90,1,12,180,2.48,1
92,0,1,120,9.14,1
92,0,2,60,6.63,1
92,0,3,120,7.87,1
92,0,4,0,3.62,1
92,0,5,300,3.68,1
92,0,6,300,3.42,1
92,0,7,180,4.28,1
92,0,8,240,7.53,1
92,0,9,180,3.6,1
92,0,10,60,2.75,1
92,0,11,0,2.7,1
92,0,12,240,7.3,0
92,1,1,120,26.35,0
92,1,2,300,5.88,1
92,1,3,120,6.27,1
92,1,4,60,3.97,1
92,1,5,60,3,1
92,1,6,180,6.27,1
92,1,7,240,2.95,1
92,1,8,0,4.21,1
92,1,9,0,2.29,1
92,1,10,180,5.83,1
92,1,11,300,3.35,1
92,1,12,240,6.05,1
93,0,1,120,63.31,1
93,0,2,300,24.05,1
93,0,3,180,91.57,0
93,0,4,60,12.53,1
93,0,5,240,16.44,1
93,0,6,0,9.05,1
93,0,7,300,7.15,1
93,0,8,180,34.57,0
93,0,9,240,7.59,0
93,0,10,60,8.74,1
93,0,11,0,3.57,1
93,0,12,120,7.83,0
93,1,1,240,28.53,1
93,1,2,60,19.12,1
93,1,3,240,15.22,1
93,1,4,0,4.57,1
93,1,5,300,4.77,1
93,1,6,120,35.53,1
93,1,7,120,29.13,1
93,1,8,300,9.15,1
93,1,9,180,9.95,0
93,1,10,60,4.93,1
93,1,11,0,5.87,1
93,1,12,180,13.3,0
94,0,1,240,6.31,1
94,0,2,300,4.95,0
94,0,3,120,6.72,1
94,0,4,300,6.45,0
94,0,5,180,9.08,1
94,0,6,120,5,1
94,0,7,0,3.28,0
94,0,8,240,3.17,0
94,0,9,60,6.98,0
94,0,10,0,4.87,0
94,0,11,180,25.83,1
94,0,12,60,6.12,1
94,1,1,240,11.09,1
94,1,2,180,2.9,0
94,1,3,60,4.8,0
94,1,4,300,5.18,1
94,1,5,0,5.8,0
94,1,6,240,3.3,0
94,1,7,120,12.78,1
94,1,8,60,6.21,0
94,1,9,180,25.81,0
94,1,10,0,13.58,1
94,1,11,120,19.38,0
94,1,12,300,7.05,1
95,0,1,240,12.92,1
95,0,2,60,3.82,1
95,0,3,120,4.53,1
95,0,4,180,9.02,0
95,0,5,0,6.6,1
95,0,6,300,4.48,1
95,0,7,300,5.28,1
95,0,8,0,2.87,1
95,0,9,60,2.57,1
95,0,10,120,4.87,1
95,0,11,180,10.18,1
95,0,12,240,3.29,1
95,1,1,240,48.87,1
95,1,2,0,19,1
95,1,3,180,12.62,1
95,1,4,120,4.2,1
95,1,5,60,3.87,1
95,1,6,240,11.03,0
95,1,7,120,8.12,1
95,1,8,180,9.7,1
95,1,9,300,4.85,1
95,1,10,300,7.33,1
95,1,11,0,2.87,1
95,1,12,60,5.78,0
96,0,1,300,9.83,1
96,0,2,120,17.56,1
96,0,3,60,3.92,1
96,0,4,180,8.43,0
96,0,5,0,5.56,0
96,0,6,180,9.25,1
96,0,7,240,7.98,0
96,0,8,120,9.78,1
96,0,9,0,3.7,1
96,0,10,300,8.68,0
96,0,11,240,11.35,1
96,0,12,60,8.42,1
96,1,1,120,8.35,0
96,1,2,0,17.93,1
96,1,3,240,9.53,1
96,1,4,120,4.9,1
96,1,5,60,4.17,1
96,1,6,300,4.11,1
96,1,7,300,2.68,1
96,1,8,240,3.37,1
96,1,9,180,6.73,1
96,1,10,0,2.32,1
96,1,11,60,2.24,1
96,1,12,180,4.15,1
97,0,1,60,16.86,1
97,0,2,180,13.92,0
97,0,3,300,6.78,1
97,0,4,240,9.13,1
97,0,5,0,8.08,1
97,0,6,240,5.05,1
97,0,7,60,7.9,1
97,0,8,120,5.08,1
97,0,9,120,12.18,1
97,0,10,300,5.28,1
97,0,11,180,11.42,0
97,0,12,0,8.1,1
97,1,1,180,42.45,1
97,1,2,60,7.05,1
97,1,3,240,7.75,1
97,1,4,300,6.78,1
97,1,5,0,9.12,1
97,1,6,240,5.04,1
97,1,7,60,10.85,1
97,1,8,120,8.27,1
97,1,9,0,6.45,1
97,1,10,300,5.7,1
97,1,11,120,8.08,1
97,1,12,180,22.88,0
98,0,1,180,44.78,0
98,0,2,180,10.28,0
98,0,3,120,9.53,0
98,0,4,120,4.93,0
98,0,5,60,18.97,1
98,0,6,0,18.3,0
98,0,7,240,3.4,0
98,0,8,0,20.13,1
98,0,9,300,5.38,1
98,0,10,300,3.67,1
98,0,11,60,11.17,1
98,0,12,240,5.13,1
98,1,1,180,18.28,0
98,1,2,0,9.17,1
98,1,3,240,6.08,1
98,1,4,300,9.68,1
98,1,5,120,7.51,0
98,1,6,60,5.55,1
98,1,7,60,4.22,1
98,1,8,120,9.66,1
98,1,9,0,4.03,1
98,1,10,180,7.26,0
98,1,11,300,7.51,1
98,1,12,240,6.16,1
100,0,1,0,44.49,1
100,0,2,120,33.45,1
100,0,3,300,5.19,1
100,0,4,60,3.47,1
100,0,5,300,4.7,1
100,0,6,60,3.53,1
100,0,7,240,5.43,1
100,0,8,180,9.4,1
100,0,9,120,2.43,1
100,0,10,180,9.32,1
100,0,11,240,2.67,1
100,0,12,0,3.83,1
100,1,1,180,27.37,0
100,1,2,240,82.07,1
100,1,3,120,21.83,1
100,1,4,120,9.59,1
100,1,5,0,3.78,1
100,1,6,300,3.69,1
100,1,7,180,3.32,0
100,1,8,240,50.59,1
100,1,9,60,8.73,1
100,1,10,0,5.17,1
100,1,11,60,2.7,1
100,1,12,300,3.3,1
101,0,1,60,4.82,0
101,0,2,180,9.98,1
101,0,3,300,7.39,1
101,0,4,240,2.55,1
101,0,5,60,5.7,1
101,0,6,120,3.39,1
101,0,7,120,2.85,0
101,0,8,240,4.33,1
101,0,9,300,3.23,1
101,0,10,180,3.6,1
101,0,11,0,4.95,0
101,0,12,0,2.97,0
101,1,1,240,7.3,0
101,1,2,300,2.57,1
101,1,3,60,6.2,1
101,1,4,300,5.97,0
101,1,5,60,2.3,0
101,1,6,240,1.75,0
101,1,7,120,2.33,1
101,1,8,180,6.26,0
101,1,9,0,6.02,1
101,1,10,0,4.8,0
101,1,11,120,2.05,1
101,1,12,180,3.1,1
102,0,1,120,21.04,1
102,0,2,0,13.05,1
102,0,3,0,15.77,1
102,0,4,120,15.6,1
102,0,5,60,6.73,1
102,0,6,60,12.43,1
102,0,7,240,8.26,1
102,0,8,300,18.1,0
102,0,9,240,7.2,0
102,0,10,180,20.28,0
102,0,11,180,15.93,0
102,0,12,300,19.08,1
102,1,1,180,19.27,1
102,1,2,0,10.07,1
102,1,3,60,8.45,1
102,1,4,0,7.08,0
102,1,5,180,6.48,1
102,1,6,240,7.61,1
102,1,7,300,9.08,1
102,1,8,60,5.62,1
102,1,9,120,6.09,1
102,1,10,300,12.3,1
102,1,11,120,3.82,1
102,1,12,240,5.85,0
104,0,1,300,5.89,1
104,0,2,300,3.55,1
104,0,3,120,23.17,1
104,0,4,120,2.85,1
104,0,5,60,5.2,1
104,0,6,0,2.22,1
104,0,7,180,3.76,1
104,0,8,0,2.23,1
104,0,9,180,6.32,0
104,0,10,240,3.75,1
104,0,11,60,2.55,1
104,0,12,240,4.49,1
104,1,1,0,24.45,1
104,1,2,300,4.62,0
104,1,3,300,4.67,0
104,1,4,180,4.38,1
104,1,5,0,6,1
104,1,6,240,9.8,1
104,1,7,240,4.33,1
104,1,8,120,5.25,1
104,1,9,60,2.26,1
104,1,10,180,3.01,1
104,1,11,120,2.53,1
104,1,12,60,2.02,1
105,0,1,60,4.97,1
105,0,2,300,4.17,1
105,0,3,240,5.67,1
105,0,4,120,4.57,1
105,0,5,0,4.75,1
105,0,6,120,3.7,1
105,0,7,300,3.12,1
105,0,8,0,3.6,1
105,0,9,180,3.83,1
105,0,10,240,5.18,1
105,0,11,60,4.2,1
105,0,12,180,5.5,1
105,1,1,300,19.51,1
105,1,2,0,5.17,1
105,1,3,180,10.83,1
105,1,4,180,4.4,1
105,1,5,60,6.6,1
105,1,6,120,4.15,1
105,1,7,240,6.62,1
105,1,8,0,9.32,1
105,1,9,300,3.88,1
105,1,10,240,5.28,1
105,1,11,60,5.6,1
105,1,12,120,3.52,1
106,0,1,300,10.37,1
106,0,2,300,4.04,1
106,0,3,240,4.15,1
106,0,4,120,5,1
106,0,5,180,9.44,1
106,0,6,60,3.97,1
106,0,7,120,3.75,1
106,0,8,60,2.72,1
106,0,9,0,5.9,1
106,0,10,180,3.43,1
106,0,11,240,3.25,1
106,0,12,0,2.35,1
106,1,1,180,43.76,0
106,1,2,120,14.39,1
106,1,3,240,8.58,1
106,1,4,0,9.42,1
106,1,5,300,7.55,1
106,1,6,60,9,1
106,1,7,60,4.75,1
106,1,8,240,5.95,0
106,1,9,300,4.88,0
106,1,10,0,9.6,0
106,1,11,180,9.64,1
106,1,12,120,6.83,1
108,0,1,0,14.67,1
108,0,2,180,7.25,0
108,0,3,60,8.58,1
108,0,4,240,6.48,1
108,0,5,300,6.65,1
108,0,6,120,3.75,1
108,0,7,300,4.2,1
108,0,8,120,2.57,1
108,0,9,240,2.98,1
108,0,10,180,3.58,0
108,0,11,60,3.98,1
108,0,12,0,2.48,1
108,1,1,180,38.87,0
108,1,2,300,4.03,0
108,1,3,0,10.68,1
108,1,4,240,3.1,1
108,1,5,60,5.05,1
108,1,6,0,6.4,1
108,1,7,240,2.35,1
108,1,8,180,3.2,1
108,1,9,120,5.18,1
108,1,10,300,2,1
108,1,11,60,3,1
108,1,12,120,3.19,1
109,0,1,0,10.29,1
109,0,2,240,6.93,1
109,0,3,60,7.28,1
109,0,4,60,3.25,1
109,0,5,240,3.97,1
109,0,6,120,7.05,0
109,0,7,120,3.35,1
109,0,8,180,5.32,1
109,0,9,180,4.08,1
109,0,10,300,7.11,1
109,0,11,0,4.15,1
109,0,12,300,2.64,1
109,1,1,120,13.89,1
109,1,2,0,3.8,0
109,1,3,120,11.15,1
109,1,4,60,3.61,1
109,1,5,180,3.63,1
109,1,6,180,3.53,1
109,1,7,60,3.74,1
109,1,8,0,2.99,1
109,1,9,300,4.27,1
109,1,10,240,5.2,1
109,1,11,240,3.07,1
109,1,12,300,2.92,1
110,0,1,120,8.55,1
110,0,2,120,7.18,0
110,0,3,0,14.33,1
110,0,4,300,6.62,1
110,0,5,0,10.31,1
110,0,6,180,6.43,1
110,0,7,180,10.83,1
110,0,8,60,8.83,1
110,0,9,60,7.2,1
110,0,10,240,3.62,1
110,0,11,240,3.78,1
110,0,12,300,3.97,1
110,1,1,120,16.52,1
110,1,2,180,5.82,1
110,1,3,180,7.96,1
110,1,4,120,2.87,1
110,1,5,240,5.05,1
110,1,6,60,2.57,1
110,1,7,240,5.08,1
110,1,8,300,3,1
110,1,9,0,2.4,1
110,1,10,0,2.17,1
110,1,11,300,3.2,1
110,1,12,60,1.96,1
112,0,1,0,8.81,1
112,0,2,60,3.07,1
112,0,3,0,3.28,1
112,0,4,240,43.25,1
112,0,5,60,4.85,1
112,0,6,180,7.07,0
112,0,7,240,5.73,1
112,0,8,300,5.02,1
112,0,9,300,4,1
112,0,10,120,8.7,1
112,0,11,180,6.05,1
112,0,12,120,21.17,0
112,1,1,180,23.7,1
112,1,2,300,4.16,1
112,1,3,60,3.8,1
112,1,4,240,6.53,1
112,1,5,300,3.53,1
112,1,6,60,8.9,1
112,1,7,240,2.78,1
112,1,8,0,7.76,1
112,1,9,180,16.4,1
112,1,10,120,6.27,1
112,1,11,120,4.62,1
112,1,12,0,3.72,1
113,0,1,240,27.51,1
113,0,2,300,8.3,0
113,0,3,0,10.15,1
113,0,4,0,6.17,1
113,0,5,60,4.42,1
113,0,6,240,4.02,1
113,0,7,60,3.37,1
113,0,8,180,5.3,1
113,0,9,300,2.7,1
113,0,10,180,10.33,1
113,0,11,120,4.2,1
113,0,12,120,4.28,1
113,1,1,180,11.86,1
113,1,2,240,3.94,1
113,1,3,0,3.06,1
113,1,4,120,6.06,1
113,1,5,120,2.02,1
113,1,6,240,4.72,1
113,1,7,300,2.28,1
113,1,8,0,1.85,1
113,1,9,60,1.73,1
113,1,10,180,6.58,1
113,1,11,300,1.93,1
113,1,12,60,2.35,1
114,0,1,0,16.08,1
114,0,2,180,12.52,0
114,0,3,60,9.35,1
114,0,4,0,10.98,1
114,0,5,60,7.91,1
114,0,6,240,11.68,1
114,0,7,300,10.58,1
114,0,8,120,8.35,1
114,0,9,120,7.15,1
114,0,10,180,7.7,1
114,0,11,240,11.75,1
114,0,12,300,9.87,1
114,1,1,60,33.54,1
114,1,2,120,11.17,1
114,1,3,240,10.58,1
114,1,4,60,5.78,1
114,1,5,0,8.15,1
114,1,6,120,5.05,1
114,1,7,300,5.6,1
114,1,8,180,24.83,0
114,1,9,180,6.82,1
114,1,10,240,6.12,1
114,1,11,0,5.6,1
114,1,12,300,5.27,1
115,0,1,60,14.17,1
115,0,2,120,9.68,1
115,0,3,300,4.15,1
115,0,4,240,7.95,0
115,0,5,0,7.12,1
115,0,6,300,3.81,1
115,0,7,180,12.09,0
115,0,8,240,7.75,1
115,0,9,0,6.43,1
115,0,10,120,5.38,1
115,0,11,180,7.62,0
115,0,12,60,9.67,1
115,1,1,240,51.7,1
115,1,2,240,23.92,1
115,1,3,120,8.95,1
115,1,4,180,6.95,1
115,1,5,300,5.5,0
115,1,6,180,20.65,1
115,1,7,0,7.7,1
115,1,8,120,19.28,1
115,1,9,60,11.33,1
115,1,10,0,13.78,0
115,1,11,300,14.72,1
115,1,12,60,7.6,1
116,0,1,0,18.15,1
116,0,2,180,9.05,1
116,0,3,60,12.25,1
116,0,4,120,38.13,1
116,0,5,0,13.9,0
116,0,6,300,10.85,1
116,0,7,300,13.82,1
116,0,8,240,11.52,1
116,0,9,240,14.07,1
116,0,10,180,16.32,1
116,0,11,120,18.13,0
116,0,12,60,8.08,0
116,1,1,60,9.56,0
116,1,2,0,33.08,1
116,1,3,120,6.48,0
116,1,4,0,31.38,0
116,1,5,300,18.08,0
116,1,6,240,29.78,1
116,1,7,240,5.82,1
116,1,8,300,7.92,0
116,1,9,120,11.25,1
116,1,10,180,10.55,1
116,1,11,180,11.14,1
116,1,12,60,6.88,0
117,0,1,0,4.26,1
117,0,2,120,3.55,1
117,0,3,240,4.43,1
117,0,4,180,5.15,1
117,0,5,180,3.63,1
117,0,6,300,2.75,1
117,0,7,0,2.5,1
117,0,8,240,2.93,1
117,0,9,60,3.47,1
117,0,10,60,2.48,1
117,0,11,300,2.17,1
117,0,12,120,4.53,0
117,1,1,60,13.53,1
117,1,2,300,3.18,1
117,1,3,120,4.92,1
117,1,4,240,3.95,1
117,1,5,180,8.1,1
117,1,6,60,4.3,1
117,1,7,0,2.98,1
117,1,8,180,3.35,1
117,1,9,120,3.28,1
117,1,10,300,2.02,1
117,1,11,240,2.75,1
117,1,12,0,2.55,1
118,0,1,120,4.06,1
118,0,2,0,5.61,1
118,0,3,300,3.08,1
118,0,4,180,3.31,1
118,0,5,60,2.6,0
118,0,6,60,3.1,1
118,0,7,240,2.47,1
118,0,8,0,3.87,1
118,0,9,120,2.35,0
118,0,10,240,4.4,1
118,0,11,300,1.73,0
118,0,12,180,4.67,0
118,1,1,60,7.45,0
118,1,2,180,7.95,0
118,1,3,240,3.4,1
118,1,4,240,1.82,0
118,1,5,120,4.13,0
118,1,6,0,17.17,1
118,1,7,120,4,1
118,1,8,180,6.65,0
118,1,9,300,2.77,1
118,1,10,300,4.53,0
118,1,11,0,14.37,0
118,1,12,60,7.05,0
119,0,1,120,30.65,1
119,0,2,60,10.08,1
119,0,3,180,7.25,1
119,0,4,180,14.05,1
119,0,5,0,15.67,1
119,0,6,300,10.62,1
119,0,7,240,10.88,1
119,0,8,240,8.77,1
119,0,9,0,12.13,1
119,0,10,300,7.3,1
119,0,11,60,30.1,1
119,0,12,120,9.97,0
119,1,1,0,26.83,1
119,1,2,300,7.75,1
119,1,3,0,4.88,1
119,1,4,300,4.88,1
119,1,5,60,3.3,1
119,1,6,180,37.95,1
119,1,7,120,8.82,1
119,1,8,240,7.33,1
119,1,9,180,14.18,1
119,1,10,60,2.87,1
119,1,11,120,3.42,1
119,1,12,240,5.95,1
120,0,1,60,23.62,1
120,0,2,0,5.62,1
120,0,3,60,5.68,1
120,0,4,240,4.67,1
120,0,5,300,5.05,1
120,0,6,120,8.23,1
120,0,7,300,5.2,1
120,0,8,240,5.05,1
120,0,9,180,7,1
120,0,10,180,6.51,1
120,0,11,0,5.47,1
120,0,12,120,7.25,1
120,1,1,240,11.09,1
120,1,2,120,7.38,1
120,1,3,180,7.42,1
120,1,4,180,7.48,1
120,1,5,0,4.48,1
120,1,6,300,5.35,1
120,1,7,300,4.02,1
120,1,8,0,5.4,1
120,1,9,60,4.12,1
120,1,10,240,6.68,1
120,1,11,120,6.35,1
120,1,12,60,4.17,1
121,0,1,240,3.58,1
121,0,2,180,9.27,1
121,0,3,240,2.83,1
121,0,4,120,4.3,1
121,0,5,300,2.33,1
121,0,6,60,2.53,1
121,0,7,120,2.72,1
121,0,8,180,2.68,1
121,0,9,300,2.6,1
121,0,10,0,2.18,1
121,0,11,0,1.95,1
121,0,12,60,2.03,1
121,1,1,120,4.78,1
121,1,2,180,3.51,1
121,1,3,300,2.17,1
121,1,4,0,1.9,1
121,1,5,240,2.13,1
121,1,6,60,1.92,1
121,1,7,120,2.68,1
121,1,8,0,1.63,1
121,1,9,240,1.92,1
121,1,10,300,1.83,1
121,1,11,60,1.61,1
121,1,12,180,2.75,1
122,0,1,180,5.02,1
122,0,2,300,5.8,1
122,0,3,300,6.72,1
122,0,4,60,3.88,1
122,0,5,120,5.72,1
122,0,6,180,6.3,1
122,0,7,120,4.55,1
122,0,8,60,2.75,1
122,0,9,0,2.55,1
122,0,10,240,4.08,1
122,0,11,0,2.76,1
122,0,12,240,3.56,1
122,1,1,300,7.76,1
122,1,2,240,4.1,1
122,1,3,300,2.82,1
122,1,4,60,2.88,1
122,1,5,120,3.65,1
122,1,6,180,3.98,1
122,1,7,0,3.45,1
122,1,8,120,2.78,1
122,1,9,240,3.36,1
122,1,10,60,2.24,1
122,1,11,180,2.55,1
122,1,12,0,2.62,1
123,0,1,120,7.24,1
123,0,2,240,5.45,1
123,0,3,180,4.6,0
123,0,4,180,10.62,1
123,0,5,300,3.28,1
123,0,6,60,4.32,1
123,0,7,300,3.75,1
123,0,8,0,3.8,1
123,0,9,120,3.17,0
123,0,10,0,5.45,1
123,0,11,60,4.87,1
123,0,12,240,3.57,1
123,1,1,0,10.31,1
123,1,2,300,3.02,1
123,1,3,60,2.62,1
123,1,4,180,4.5,1
123,1,5,300,4.25,1
123,1,6,120,4.43,1
123,1,7,180,5.08,0
123,1,8,60,4.58,1
123,1,9,240,4.38,1
123,1,10,120,2.9,1
123,1,11,0,4.4,1
123,1,12,240,2.88,1
124,0,1,240,5.32,1
124,0,2,120,3.53,1
124,0,3,60,2.8,1
124,0,4,300,2.78,1
124,0,5,180,4.12,1
124,0,6,300,2.78,1
124,0,7,0,2.7,1
124,0,8,240,2.98,1
124,0,9,0,2.32,1
124,0,10,120,2.98,1
124,0,11,180,2.8,1
124,0,12,60,2.13,1
124,1,1,180,11.37,1
124,1,2,0,3.58,1
124,1,3,180,4.68,1
124,1,4,120,2.88,1
124,1,5,120,3.72,1
124,1,6,240,3.7,1
124,1,7,60,4.64,1
124,1,8,300,3.2,1
124,1,9,0,2.43,1
124,1,10,240,2.26,1
124,1,11,300,2.43,1
124,1,12,60,1.95,1
125,0,1,240,7.52,1
125,0,2,240,10.43,1
125,0,3,60,3.6,1
125,0,4,120,6.32,1
125,0,5,0,3.15,1
125,0,6,0,2.38,1
125,0,7,180,14.07,1
125,0,8,180,7.67,1
125,0,9,60,2.8,1
125,0,10,300,2.78,1
125,0,11,120,2.5,1
125,0,12,300,2.25,1
125,1,1,180,22.47,1
125,1,2,300,2.83,1
125,1,3,240,2.25,1
125,1,4,180,6.53,1
125,1,5,0,1.73,1
125,1,6,240,2.82,1
125,1,7,60,2.97,1
125,1,8,300,2.02,1
125,1,9,120,2.98,1
125,1,10,120,2.03,1
125,1,11,60,1.6,1
125,1,12,0,1.93,1
126,0,1,120,30.29,1
126,0,2,180,8.3,1
126,0,3,60,5.48,1
126,0,4,0,4.63,1
126,0,5,240,4.72,1
126,0,6,180,7.25,1
126,0,7,120,3.67,0
126,0,8,60,6.58,1
126,0,9,300,5.53,1
126,0,10,300,4.17,1
126,0,11,240,4.58,1
126,0,12,0,3.15,1
126,1,1,180,45.49,1
126,1,2,120,6.42,1
126,1,3,0,4.55,1
126,1,4,0,5.17,1
126,1,5,180,8.77,0
126,1,6,60,5.18,1
126,1,7,240,6.95,1
126,1,8,60,3.57,1
126,1,9,120,4.1,1
126,1,10,300,3.83,1
126,1,11,300,4.35,1
126,1,12,240,3.42,1
127,0,1,120,4.5,1
127,0,2,300,3.46,1
127,0,3,0,2.2,1
127,0,4,60,2.76,1
127,0,5,240,3.65,1
127,0,6,180,5.23,1
127,0,7,300,2.22,1
127,0,8,0,3.22,1
127,0,9,120,2.8,1
127,0,10,180,5.7,1
127,0,11,240,5.15,1
127,0,12,60,2.95,1
127,1,1,0,6.83,1
127,1,2,240,3.42,1
127,1,3,180,3.61,1
127,1,4,240,3.77,1
127,1,5,300,3.55,1
127,1,6,120,4.05,1
127,1,7,0,2.23,1
127,1,8,300,2.06,1
127,1,9,60,2.55,1
127,1,10,180,3.46,1
127,1,11,120,2.67,1
127,1,12,60,1.6,1
128,0,1,240,11.23,1
128,0,2,300,4.98,1
128,0,3,120,6.9,1
128,0,4,180,10.18,1
128,0,5,0,3.3,1
128,0,6,120,9.23,1
128,0,7,60,3.3,1
128,0,8,180,13.92,1
128,0,9,240,8.08,1
128,0,10,60,2.97,1
128,0,11,0,2.77,1
128,0,12,300,3.47,1
128,1,1,180,61.53,1
128,1,2,60,9.05,1
128,1,3,240,4.93,1
128,1,4,120,34.75,0
128,1,5,300,4.6,1
128,1,6,60,8.85,1
128,1,7,240,15.85,0
128,1,8,0,19.52,1
128,1,9,120,16.3,1
128,1,10,300,3.3,1
128,1,11,180,43.42,1
128,1,12,0,6.85,0
129,0,1,300,6.4,0
129,0,2,300,6.87,1
129,0,3,120,5.25,1
129,0,4,60,7.1,1
129,0,5,120,3.2,0
129,0,6,180,4.9,1
129,0,7,240,3.1,0
129,0,8,180,5.38,1
129,0,9,0,3.02,1
129,0,10,60,4.08,1
129,0,11,0,7.73,0
129,0,12,240,8.35,1
129,1,1,180,6.9,1
129,1,2,120,3.8,0
129,1,3,240,2.73,1
129,1,4,240,3.77,0
129,1,5,0,2.53,1
129,1,6,60,4.72,0
129,1,7,60,6.03,0
129,1,8,120,7.27,1
129,1,9,0,8.33,0
129,1,10,300,5,1
129,1,11,180,4.3,1
129,1,12,300,5.88,0
